Session ID,Session Title,Day,Time,TimeSlot,Room,Paper ID,Paper Title,Authors,Abstract
Paper 2C1,Task Reliability,"Thursday, 8 October",11:45–12:45,C,Glasshaus,10.1109/TVCG.2026.3704898,Revenge of the Sick: A Meta-Analysis of Washout Periods in Cybersickness Research,Evan Rosenberg,"Cybersickness remains a major barrier to the widespread adoption of virtual reality (VR) technologies, motivating researchers to investigate its causes and mitigation strategies through comparative human-subjects studies. These experiments may employ either within- or between-subjects designs. Although within-subjects designs require fewer participants and potentially offer higher statistical power, researchers need to wash out carryover effects of cybersickness symptoms before each session to avoid confounding the results. Prior studies have employed washout periods of varying lengths; some required testing conditions on different days, while others allowed only short breaks of less than 15 minutes. Although shorter washout periods are more convenient for experimenters, their impact on study outcomes has not been systematically investigated. In this work, we conducted a meta-analysis to evaluate the effects of study design and washout period length on cybersickness self-reports measured with the Simulator Sickness Questionnaire (SSQ). We found that short washout periods reduce statistical power compared to long washout periods or between-subjects designs. Based on these findings, we provide guidelines to help researchers design more reliable cybersickness studies and improve the generalizability of their results."
Paper 2D1,Projection and Display Techniques,"Thursday, 8 October",12:15–13:15,D,Orione + Perseo,1108,VIPA: View-Invariant Projector-Based Adversarial Attack,"Jiyu Han, Qingyue Deng, Bingyao Huang","Projector-based adversarial attack aims to physically manipulate real-world scenes by projecting adversarial patterns, thereby causing deep image classifiers to produce incorrect predictions. However, existing stealthy projector-based adversarial attack methods model the project-and-capture process in a single and static view, limiting their view-invariant capability and practical applicability in dynamic environments. In this paper, we introduce View-Invariant Projector-Based Adversarial Attack (VIPA), a novel method designed to overcome these limitations by achieving both true view-invariant and classifier-agnostic adversarial attacks in the physical world. We first leverage a view-invariant projector-camera system simulation method to model the physical interactions between projected patterns and real-world surfaces. To ensure robustness and stealthiness of the attack across different views, VIPA optimizes adversarial projections by aggregating simulated attack losses from multiple views. This joint optimization across diverse views helps maintain robustness regardless of the viewpoints. Finally, the optimized patterns are physically projected into real-world scenes, where they successfully fool various classifiers from different viewpoints, thereby enabling robust and practical view-invariant adversarial attacks. Our experiments in both targeted and untargeted attacks demonstrate that VIPA consistently achieves higher attack success rates than existing methods, while also enhancing stealthiness and ensuring minimal perceptual degradation across all tested views."
Paper 2D1,Projection and Display Techniques,"Thursday, 8 October",12:15–13:15,D,Orione + Perseo,1176,Text2Makeup-DPM: A Text-Driven Dynamic Projection Mapping Makeup System for Interactive Facial Augmentation,"Kemeng Zhang, Yoshihiro Watanabe","Dynamic Projection Mapping (DPM) has revolutionized cosmetic consulting by transcending 2D screen overlays to be realized in the real world. However, existing DPM systems often rely on rigid interfaces and predefined textures, limiting creative expression. Therefore, we explore natural language as an intuitive interaction modality to maintain user focus on the projected results. Nevertheless, applying free language input remains challenging, particularly in achieving precise localized makeup generation and appropriately rendering the generated makeup on the face through projection. To address these limitations, we present Text2Makeup-DPM, the first fully text-driven DPM makeup system transforming free-form descriptions into facial makeup projections. Our system features a two-scale makeup generative pipeline and efficient radiometric compensation. First, we conduct text parsing to align free-format text input into the global style and local demand of makeup. The global style module captures the overall makeup style and atmosphere through contrastive learning. A local component module optimizes latent direction compositions to enable precise, disentangled editing of specific regions (e.g., eyeshadow, lipstick). Subsequently, an asynchronous Hadamard-division compensation ensures high-fidelity projection without compromising temporal interactivity. Quantitative evaluations demonstrate that our two-scale pipeline aligns more accurately with natural language descriptions than baseline models. Furthermore, a user study (N=12) confirms the system's effectiveness in enhancing the immersion of interaction flow, proving its contribution to intuitive DPM authoring."
Paper 2D1,Projection and Display Techniques,"Thursday, 8 October",12:15–13:15,D,Orione + Perseo,1079,Fast 3D Gaussian Splatting with Blue-Noise Stochastic Sampling for Dynamic Projection Mapping,"Hayato Koriyama, Yoshihiro Watanabe","Dynamic projection mapping (DPM) enables spatially aligned projection onto moving objects, but requires low-latency rendering and accurate appearance reproduction. Meanwhile, 3D Gaussian Splatting (3DGS) has recently attracted considerable attention as an image-based approach for reconstructing 3D scenes solely from images and rendering them from arbitrary viewpoints. This paper proposes a framework for realizing DPM using 3DGS. Compared with conventional DPM approaches based on physically based rendering (PBR), the proposed 3DGS-based framework enables simpler, high-fidelity reproduction of real object appearance by eliminating the need for complex prior measurement of material parameters. However, the low-latency rendering required for DPM necessitates the use of fast 3DGS variants, which introduce rendering noise that leads to visible projection artifacts. To address this issue, we introduce blue-noise sampling into stochastic transparency for 3DGS to reduce perceptually noticeable noise. We further reduce noise by using high-frame-rate projection that leverages persistence of vision and adapting perceptual-quality-preserving efficient rendering techniques from the PBR literature to 3DGS. Furthermore, assuming a rigid target object, we exploit the equivalence between viewpoint motion in 3DGS and object motion in DPM to obtain viewpoints consistent with the pose of the projection target, enabling the direct use of existing 3DGS renderers. Experiments on synthetic scenes and real-world projections demonstrate that the proposed method maintains rendering speeds comparable to conventional fast variants while achieving LPIPS reductions of 57.7 % and 45.2 %, respectively, effectively suppressing visual artifacts."
Paper 2D1,Projection and Display Techniques,"Thursday, 8 October",12:15–13:15,D,Orione + Perseo,1088,[EXTENDED] LowPowAR: Power-Constrained Tone Mapping for Augmented Reality,"Weikai Lin, Sheng Zhao, Ian Ross, Carl Marshall, Sushant Kondguli, Yuhao Zhu","Everyday-wearable Augmented Reality (AR) glasses must meet strict power limits, making displays a key target for optimization.
We cast display power optimization as a power-constrained tone-mapping problem and propose a human-vision--grounded, learning-based framework that maximizes perceptual quality under a given power budget.
We introduce an optimization-friendly tone-mapping operator (TMO) parameterization along with a progressive optimization strategy to effectively navigate the quality-vs-power landscape.
We distill the iterative optimization into a lightweight feed-forward neural network for real-time deployment.
Subjective experiments show that our method yields better perceptual quality than prior work at the same power budget."
Paper 2D2,Navigation Cues,"Thursday, 8 October",12:15–13:15,D,Sezione 2,1248,Effects of Field-of-View Restriction and Peripheral Teleportation on Path Integration during Virtual Locomotion,"Tongyu Nie, Yuxuan Huang, Ville Cantory, Danhua Zhang, Evan Suma Rosenberg","Most software-based cybersickness mitigation techniques, such as field-of-view (FOV) restrictors and rest frames, alter visual content and peripheral optical flow, often negatively affecting various locomotion quality factors.
Path integration, a critical component of spatial updating, relies on optical flow during virtual locomotion and may therefore be particularly affected by these techniques.
Despite a substantial body of work evaluating cybersickness mitigation methods, relatively few studies have examined their effects on spatial updating or path integration.
Moreover, prior studies on spatial updating have not yielded conclusive results, despite theoretical predictions from the perception literature.
In this work, we conducted a preregistered experiment with 48 participants to compare the effects of two mitigation techniques, the dynamic FOV restrictor and peripheral teleportation, on path integration, relative to an unrestricted control condition.
By minimizing potential confounding factors identified in previous work, we found that participants made significantly larger homing errors with the FOV restrictor than in the control condition, whereas performance with peripheral teleportation did not differ significantly from either of the other conditions.
These findings provide direct evidence that FOV restriction impairs path integration, while the impact of peripheral teleportation remains inconclusive. 
Our results further highlight the trade-off between mitigation effectiveness and spatial updating, providing VR designers with deeper context for selecting mitigation techniques."
Paper 2D2,Navigation Cues,"Thursday, 8 October",12:15–13:15,D,Sezione 2,1546,Effects of Spatial Perspective and Frame of Reference Integration on Gaze Behavior and Spatial Learning,"Yu Zhao, Jeanine Stefanucci, Sarah Creem-Regehr, Bobby Bodenheimer","As spatial computing offers expanded design spaces and brings digital information seamlessly into a physical environment, it redefines how we perceive space and navigate our surroundings. This study investigates enhancing human navigation and spatial knowledge acquisition in large space environments, focusing on the integration of spatial visual cue display in 3D design space. Three cues were designed (world-fixed cue, body-fixed world-in-miniature map, and a combination of both) and their impact on spatial learning, eye movements, cognitive load, and user experience was assessed. The findings reveal that displaying cues across frames of reference (combining the world- and body-fixed cues) significantly enhances spatial information processing and learning without the cost of cognitive load. The study also sheds light on how individuals' eye movement patterns differ with cue design and while learning, which advances our understanding of the relationship between gaze behavior and spatial learning outcomes and informs cognition-aware adaptive 3D interface design."
Paper 2D2,Navigation Cues,"Thursday, 8 October",12:15–13:15,D,Sezione 2,2046,Central or Peripheral? Investigating AR Navigation Cue Placement in Multitasking Environments,"Nauvyashree Anbarasan, Xiaoyan Zhou, Pooria Ghavamian, Renan Guarese, Andrii Matviienko","Augmented reality (AR) often presents navigational cues directly within the user’s field of view. While centrally placed cues provide explicit direction, they may compete with task-relevant perception and increase visual clutter during multitasking. Peripheral cues are often considered a less visually intrusive alternative by leveraging the human visual system’s sensitivity to motion and orientation, but their effectiveness for guidance remains insufficiently understood. This paper investigates how cue placement within the visual field (foveal 3D Arrow vs. peripheral segmented halo) influences navigation performance, attention management, and user experience in AR environments involving divided attention and visually complex surroundings. In a controlled study (N=22), participants navigated between targets while performing concurrent reading tasks. Results show that foveal cues enable significantly faster navigation and spatial localization across the majority of target destinations. In contrast, peripheral cues led to a significant 2.12-second delay in secondary task response times, indicating increased cognitive processing demands during multitasking. Interestingly, despite this performance cost, peripheral cues were perceived by some participants as visually comfortable, and user preference was divided (55% foveal cues vs. 45% peripheral cues). These findings highlight a critical trade-off between visual presentation and cognitive efficiency: while peripheral cues were at times experienced as less visually intrusive, their abstract representation requires additional interpretation effort. This challenges the assumption that relocating guidance cues to the periphery inherently improves attentional resource allocation in AR systems."
Paper 2D2,Navigation Cues,"Thursday, 8 October",12:15–13:15,D,Sezione 2,2264,Actionable Guidance Outperforms Map and Compass Cues in Demanding Immersive VR Wayfinding,"Apurv Varshney, Lily Turkstra, Jiaxin Su, Mable zhou, Scott Grafton, Barry Giesbrecht, Mary Hegarty, Michael Beyeler","Navigation aids are central to immersive virtual reality (VR) experiences that involve physical locomotion. Their effectiveness depends not only on how much spatial information they provide, but also on how directly that information supports movement decisions. We compared three common guidance techniques for immersive VR wayfinding: a directional arrow, a minimap, and a compass. In a controlled room-scale VR study with 42 participants completing 1008 trials, participants navigated to target landmarks in a time-pressured maze with reduced visibility and forced route replanning. Across behavioral and eye-tracking measures, arrow guidance produced the strongest navigation performance, minimap guidance yielded intermediate performance, and compass cues performed worst, suggesting that during immersive locomotion users benefit from guidance that can be interpreted rapidly while moving. These results suggest that in demanding immersive locomotion tasks, interfaces that translate spatial information directly into actionable movement cues can outperform richer but more interpretive spatial representations. Our findings highlight the importance of designing XR navigation interfaces that minimize the cognitive translation between spatial information and movement decisions."
Paper 2C2,Cybersickness Mitigation,"Thursday, 8 October",11:45–12:45,C,Cigno + Auriga,1246,Gaze-Contingent Counter-Vection Noise for Cybersickness Reduction,"Colin Groth, Henry Kam, Piotr Didyk, Qi Sun","Cybersickness remains a common side effect of many immersive experiences, occurring particularly when fast, virtual-only movements induce high levels of optical flow. These visual movements can induce the perception of self-motion, denoted vection, which leads to a neurological sensory mismatch with the balance system, causing the body to react with sickness. Many techniques have been proposed to reduce cybersickness, aiming either to align the signals of both sensory systems or to suppress the motion perception of one system. One of the simplest, unobtrusive, and popular techniques is foveated blurring, which applies a gaze-contingent low-pass filter to the visual field. However, while the filtering removes high-frequency motion information responsible for high vection, the preserved low-frequency information of the content still carries significant motion cues. Therefore, the effectiveness of the approach varies depending on the visual content. In this paper, we introduce a novel method to enhance foveated blurring by integrating Gabor noise to actively counteract optical flow. Specifically, by leveraging the wave-like characteristics of Gabor functions, we dynamically shift their phase to generate localized motion signals. When these functions are oriented against the scene's optical flow, they induce a ``counter-vection'' effect. Through spatial pooling, this conflicting motion information cancels out primary sickness-inducing stimuli without degrading the user's overall motion perception. In our real-time implementation, the noise is fine-tuned to induce most counter-vection without being actively perceptible to the average user. In a naturalistic VR experiment, we validate the effectiveness of the approach and show that it can significantly improve the performance of regular foveated blurring."
Paper 2C2,Cybersickness Mitigation,"Thursday, 8 October",11:45–12:45,C,Cigno + Auriga,1700,Towards General Motion Sickness Reduction via Semi-random Galvanic Vestibular Stimulation,"Ricardo Hendrichs, Johann Habakuk Israel, Marcus Magnor, Colin Groth","Cybersickness remains a major barrier to the widespread adoption of virtual reality (VR) across professional domains and public acceptance. This work explores semi-random Galvanic Vestibular Stimulation (GVS) as a scene-independent method to mitigate cybersickness by reducing vestibular sensitivity and, consequently, visual-vestibular conflicts. In contrast to prior approaches that align vestibular input with scene motion (e.g., omnidirectional GVS), our method introduces stochastic vestibular disruption without relying on any motion data. We developed a custom VR application with active user control to evaluate semi-random GVS in comparison with a state-of-the-art technique. Results show that semi-random GVS not only significantly reduces cybersickness but also matches the effectiveness of scene-dependent GVS in reducing negative symptoms. Thereby, its independence from the visual content makes semi-random GVS a robust and broadly applicable solution for both VR and real-world motion sickness scenarios."
Paper 2C2,Cybersickness Mitigation,"Thursday, 8 October",11:45–12:45,C,Cigno + Auriga,1961,Feeling Visual Motion: Mitigating Cybersickness in VR Using Tactile Motion Cues,"Hyeseong Jin, Jaehyeong Hwang, Chaeyong Park","Despite rapid advancements in VR, cybersickness remains a critical barrier to comfortable user experiences. Cybersickness is often attributed to sensory conflict between perceived visual self-motion and the lack of corresponding vestibular feedback. We hypothesized that providing tactile motion cues as an alternative for vestibular stimuli could mitigate this conflict. To test this, we conducted an experiment using a haptic vest to deliver torso-based tactile motion cues synchronized with visual rotations in VR, focusing on yaw rotation as a first step. We evaluated sickness levels and UX across different directions (congruent and incongruent) and velocities. Results indicated that tactile motion opposing the visual direction--mimicking natural vestibular feedback--significantly reduced cybersickness and improved UX. Interestingly, tactile cues congruent with the visual direction also yielded positive outcomes when delivered at twice the visual velocity. These findings suggest that illusory tactile motion can suppress cybersickness without direct vestibular stimulation, highlighting the potential of haptic-based motion compensation in immersive environments."
Paper 2C2,Cybersickness Mitigation,"Thursday, 8 October",11:45–12:45,C,Cigno + Auriga,2252,Cybersickness Reduction Effects of Visual and Vestibular Player-Fixed Rest Frames,"Jungha Kim, Seunghoon Park, Chaeyong Park, Sun-Uk Lee, Gerard Kim","Player-fixed rest frames (RFs) such as virtual noses have been proposed as cybersickness mitigation cues, yet their underlying mechanisms remain unclear. This study investigates how a player-fixed RF influences cybersickness, gaze behavior, and perceived orientation during passive visually induced motion. In two experiments using a virtual roller coaster with eye tracking, we found that a player-fixed RF reduced overall cybersickness without compromising presence or vection, and promoted a more centralized gaze distribution that progressively diverged from the control condition over repeated trials. However, because the RF's presence and its alignment with upright were confounded in this setting, a second experiment introduced a visual--vestibular conflict through scene tilt. Under this conflict, only an RF aligned with gravitational (vestibular) upright suppressed the cumulative buildup of sickness and preserved veridical orientation perception, whereas an RF aligned with the tilted visual scene did not. These results suggest that a player-fixed RF operates through at least two channels: redistributing gaze away from destabilizing peripheral motion, and serving as an egocentric orientation reference whose effectiveness may be further enhanced by its congruence with vestibular upright. The findings inform the design of rest frame cues by highlighting that both visual placement and spatial alignment contribute to their effectiveness."
Paper 2C3,Immersive Experiences and Culture,"Thursday, 8 October",11:45–12:45,C,Sezione 4+5,1240,ImmPres: Exploring the Potential of Mixed Reality Presentations in Real-world Office Settings,"Mats Ellenberg, Weizhou Luo, Marc Satkowski, Raimund Dachselt","Mixed Reality (MR) can potentially transform workplace presentations and enhance knowledge sharing in office environments. Traditional slide-based presentation tools often constrain presentations to linear, screen-bound structures, which limit spatial exploration, audience engagement, and personalization. In contrast, MR supports three-dimensional content, augmenting real environments, and personalized views. We envision a future where MR presentations become a central medium for our workplaces. To systematically explore this potential, we conducted an expert workshop with MR and presentation specialists, including lecturers. Through thematic analysis, we identified key design aspects for creating MR presentations, including spatial content distribution, audience interaction, and maintaining narrative cohesion. Additionally, we demonstrate their use through an exemplified scenario of designing an MR presentation, illustrated by an implemented prototype. With the discussion of challenges and opportunities, we hope to lay the foundations for integrating MR into office presentations, reimagining how stories and ideas can be shared in professional settings."
Paper 2C3,Immersive Experiences and Culture,"Thursday, 8 October",11:45–12:45,C,Sezione 4+5,1533,LLM-Think-Alouds: Multimodal Player Experience Analysis for VR Playtesting,"Erdem Murat, Yongqi Zhang, Liuchuan Yu, Siraj Sabah, Lap-Fai Yu","Virtual reality (VR) games can evoke strong and dynamic player responses due to their immersive nature. To design and refine these experiences, developers often rely on playtesting to understand how players’ emotions and perceived difficulty evolve throughout gameplay. However, manually analyzing gameplay footage and think aloud data is time-consuming and difficult to scale. We propose an LLM-based approach for automated player experience analysis in VR games using synchronized gameplay video and player audio. Based on estimated rating trajectories, the approach supports gameplay analysis, comparison of player experiences, and deeper inspection of how experience unfolds over time. We evaluated the approach through a user study with three VR platformer games. Our findings suggest that LLMs can recover meaningful experiential signals, particularly perceived difficulty, while performance across emotional dimensions varies depending on game context and data expressiveness. Overall, the results demonstrate the potential of LLM-assisted methods as scalable tools for VR playtesting and game design analysis."
Paper 2C3,Immersive Experiences and Culture,"Thursday, 8 October",11:45–12:45,C,Sezione 4+5,1534,"More Than Immersion: How Virtual Cultural Experiences Influence Identity, Reflection and Presence Among Migrants","Nishadi Ariyasinghe, Simon McCallum, Craig Anslow","Loneliness is a subjective emotional state that arises from unmet expectations of social relationships. For migrants, loneliness is often intensified by disconnection from cultural identity and familiar lifestyles. This can hinder formation of meaningful social connections and trap individuals in a recurring loneliness cycle. Empirical studies reveal that missing traditional festivals can be a major contribution to emotional disconnection among migrants in their host country. Despite the ethnicity, missing own New Year festival emerges as a significant factor. In this research, insights from  empirical work, together with findings from existing literature and expert consultations, informed the design of a culturally sensitive Virtual Reality (VR) experience. Given the subjective nature of both loneliness and culture, at this phase the prototype was designed targeting one specific ethnic community. Qualitative and quantitative evaluation conducted with first generation migrant adults (N=23) of this community demonstrated that the experience supported identity expression, self-reflection, and a strong sense of presence. This paper presents findings from a mixed method descriptive analyses, and discusses design implications for culturally sensitive VR experiences. In particular, the paper highlights the importance of everyday cultural artefacts, ritualized activities, multisensory cues, and opportunities for personal and social meaning-making supported through immersive experiences. The work contributes to immersive technologies research by showing that cultural presence in VR extends beyond visual realism to encompass identity, memory, and emotional resonance."
Paper 2C3,Immersive Experiences and Culture,"Thursday, 8 October",11:45–12:45,C,Sezione 4+5,1641,A Decade of Extended Reality in Cultural Heritage (2015-2025): A Systematic Literature Review,"Desirè Laviola, Alessandro Evangelista, Michele Gattullo, Vito Manghisi, Antonio Uva","Cultural Heritage plays a crucial role in shaping human identity and transmitting knowledge across generations. Over the past decade, immersive technologies such as Augmented Reality, Virtual Reality, Mixed Reality and Extended Reality (XR) have increasingly been adopted to enhance cultural experiences and support the preservation and communication of heritage. However, while many XR applications have been proposed in this field, the literature often emphasizes the technological novelty and the “wow experience” of immersive experiences rather than systematically evaluating their effectiveness from a user-centered perspective. It remains unclear to what extent these systems are designed and assessed in terms of knowledge transfer and learning outcomes. To address this gap, this paper presents a systematic literature review of XR applications in cultural heritage published between 2015 and 2025. A total of 84 peer-reviewed studies were selected from five major academic databases and analyzed to investigate technological trends, application domains, and user evaluation practices across four areas: Museums and Exhibitions, Conservation and Reconstruction, Tourism and Exploration, and Intangible Cultural Heritage. The results show that Virtual Reality is the most widely adopted technology, while many applications are evaluated in controlled laboratory settings rather than real heritage contexts. Furthermore, although usability and user experience are frequently assessed, only a minority of studies explicitly evaluate knowledge transfer, and very few investigate knowledge retention. These findings highlight important methodological gaps and suggest directions for future research on user-centered XR design for Cultural Heritage."
Paper 2D3,3D Manipulation,"Thursday, 8 October",12:15–13:15,D,Sezione 1,1049,Modeling Throwing Selection in Virtural Reality,"Jae-Yeop Jeong, Wolfgang Stuerzlinger, Jin-Woo Jeong","Throwing is a natural and embodied interaction for selecting distant targets in virtual reality (VR). Unlike conventional pointing, throwing is ballistic: once released, the trajectory can no longer be corrected. Despite its practical importance, throwing-based target selection has received relatively little attention in human behavior and performance modeling, making systematic design and evaluation still difficult.
In this paper, we investigate throwing-based target selection in VR and propose predictive models for its behavior and performance. Through a controlled user study manipulating target width ($W$) and movement amplitude ($A$), we measured planning time ($PT$) and endpoint distribution. Our results showed that $PT$ increased systematically with task difficulty, following a pattern similar to movement time in Fitts' law. Throwing endpoints were also generally well approximated by a bivariate Gaussian distribution, and target parameters significantly affected both endpoint bias and variability. Based on these findings, we derived a probabilistic accuracy model that predicts target acquisition performance.
The proposed models showed high goodness-of-fit, and the accuracy model was robust under leave-one-condition-out cross-validation. Our findings provide a quantitative understanding of throwing-based target selection and support the design of throwing interactions in immersive environments."
Paper 2D3,3D Manipulation,"Thursday, 8 October",12:15–13:15,D,Sezione 1,1677,Investigating Scale-Control Strategies for Portal-Based Remote Object Manipulation in Virtual Reality,"Seungwoo Eun, Isaac Cho, Myungho Lee","Portal-based interaction enables users to access and manipulate distant content without physical navigation.
However, effective remote manipulation remains challenging due to mismatches between object and interaction scale, reducing control precision and increasing coordination effort.
In this study, we investigate how different scale-management strategies in portal-based interaction affect task performance and user experience in virtual reality (VR). We designed four portal techniques that vary in how interaction scale is controlled during manipulation: fixed-scale, manually scalable, overview+detail, and transfer-based configurations.
We conducted a within-subject VR experiment (N = 31) using a remote 6DoF docking task with objects of varying sizes.
Results show that scale-management strategies significantly influence manipulation performance, particularly for smaller objects. Multi-portal configurations improved efficiency by providing task-appropriate interaction scales, whereas single-portal approaches offered simpler workflows but required additional user effort.
These findings highlight the importance of structuring interaction scale across task phases and provide design implications for portal-based manipulation in VR."
Paper 3B3,Medical Procedures,"Friday, 9 October",09:00–10:00,B,Cigno + Auriga,1016,"Dynamic, Static, or None? Virtual Magnification Loupe Designs for High Precision Tool Manipulation: A Dental Case Study","Mine Dastan, Elias David Walter, Michele Fiorentino, Ulrich Eck, Christian Diegritz, Falk Schwendicke, Michele Gattullo, Nassir Navab","Precise tool manipulation with magnification loupes is fundamental in dentistry, yet the design of virtual magnification in immersive environments remains underexplored. This paper presents two Virtual Magnification Loupes (VMLs) co-designed with two senior dentists over six months: a Dynamic Virtual Loupe (DVL) providing head-coupled stereoscopic magnification and a Static Virtual Loupe (SVL) providing world-fixed magnification anchored near the intra-oral cavity. Both were integrated in a realistic immersive dental training environment featuring a physical dental treatment room with a phantom-based patient replica, a drill tool, and foot pedal-task confirmation to preserve the clinical workflow.
We conducted a within-subjects study (N = 25) in which dental students performed high-precision drill positioning tasks under three conditions: DVL, SVL, and a No Loupe (NL) baseline. We measured positional error, rotational error, task completion time, cognitive load (NASA-TLX), and user preference. Results showed no significant differences in completion time or spatial error across conditions. However both VMLs significantly reduced perceived cognitive workload compared to NL. DVL yielded the lowest temporal demand and highest perceived performance, while SVL produced the lowest physical demand. In preference rankings; DVL was preferred by 15 dental students, SVL by nine, and NL by only one. These results indicate that VMLs can achieve equivalent task precision while significantly reducing cognitive load. The complementary strengths of both VML designs suggest that future immersive systems should support switchable loupe modes to accommodate varying task demands."
Paper 2D3,3D Manipulation,"Thursday, 8 October",12:15–13:15,D,Sezione 1,10.1109/TVCG.2026.3703476,Rubbing Interaction with Two-Handed Virtual Reality Controllers,Boyu Gao,"As a common action in our daily lives, rubbing has been a viable technique for various devices, including touchscreens, digital pens, and skin surfaces. However, there has been little research on the design of rubbing in virtual reality (VR), particularly with VR controllers. This study explores the design space of rubbing with two-handed VR controllers. We started with a one-on-one interview with 10 participants to understand four components of rubbing with VR controllers: hand use, rubbing direction, device type and rubbing contact. In Experiment 2, we proposed a method to classify rubbing with three hand uses and six rubbing directions. Results showed that the overall classification accuracy reached 96%. Experiment 3 revealed that our method was able to successfully reject all seven tested non-rubbing actions. Results from Experiment 4 reflected user preference for using our technique to perform five typical VR tasks. Our study contributes to VR interaction design with controllers."
Paper 2E1,Affective XR,"Thursday, 8 October",14:15–15:15,E,Sezione 1,1141,CyberSelf: Embodied Self-Distancing for Emotional Support in Virtual Reality,"Bing Li, Yan Hu, Tinghui Li, Yinuo Zhang, Wen Ma, Yuanfeng Zhou, Yiran Shen","Self-distancing is an effective emotion regulation strategy; however, it may fail during personal crises due to its cognitive demands. Virtual Reality (VR) provides a novel approach to externalizing psychological distance by enabling embodied self-representation. In this paper, we present CyberSelf, a VR system for emotional
support that integrates a visually self-resembling avatar, a cloned self-voice, and Large Language Model (LLM)-driven real-time dialogue. The system enables users to engage in multi-turn conversations with their self-representations in immersive VR, enabling embodied self-distancing while maintaining a strong sense of self-relevance. We evaluated CyberSelf in a short-term study that compares three levels of self-representation richness (Text, Text+Voice, and Text+Voice+Appearance). The results demonstrated robust pre-post improvements across affective and coping measures, specifically increased valence, arousal, hope, and resilience, as well as reduced anxiety and simulator sickness. Richer representations increased conversational engagement, and full embodiment produced the strongest physiological indicators of emotional regulation. A subsequent four-week long-term study demonstrated that these benefits are both sustainable and cumulative. Additionally, users rated the reconstructed avatar and the cloned voice as highly recognizable and acceptable. Collectively, these findings
suggest that embodied, self-resembling conversational agents provide a viable mechanism for externalizing self-distancing and supporting emotional regulation in VR."
Paper 2E1,Affective XR,"Thursday, 8 October",14:15–15:15,E,Sezione 1,1660,To Understand Changes of Emotion and Cognitive Efforts in VR,"Riku Otono, John Moore, Jingruo Chen, Zane Karai, Kunal Gupta, Peta Murphy, Jo Nunnerley, Mark Billinghurst","Understanding how cognitive and emotional states evolve during everyday activities is important for designing effective Virtual Reality (VR) systems for training and rehabilitation, such as for recovering from traumatic brain injury (TBI). However, less is known about how these internal states fluctuate during naturalistic VR tasks. In this work, we investigate cognitive and emotional state dynamics during a VR shopping activity designed for TBI treatment. Participants performed budgeting, item selection, and decision-making tasks while interacting with a virtual coach in either a low-stimulus (quiet) or high-stimulus (busy) environment. During the task, participants reported on momentary mental workload while physiological signals were continuously recorded. After the session, participants retrospectively annotated perceived cognitive and emotional state changes over time. Our results showed higher perceived workload and physiological arousal in the busy environment, with GSR activity positively correlated with reported cognitive workload. We describe implications of the research, limitations, and directions for future work."
Paper 2E1,Affective XR,"Thursday, 8 October",14:15–15:15,E,Sezione 1,2064,Towards Calibration-Free Affective Modeling from Physiological and Behavioral Signals in Immersive VR Interaction,"Yutong Wu, Yawen Zhang, Yanyan Liu, Yu Gong, Haofei Wang","Understanding users’ affective states is important for enabling adaptive Virtual/Extended Reality (VR/XR) interaction systems. However, reliable cross-subject affect prediction remains challenging due to substantial individual variability in physiological responses and behavioral patterns during interaction. We propose AMDA, an Asymmetric Modality Disentanglement Architecture for continuous Valence–Arousal–Dominance prediction from multimodal physiological and behavioral signals in VR teleoperation. AMDA models the two modalities asymmetrically: physiological signals are processed via personality-aware residual disentanglement to separate stable traits from affective dynamics, while behavioral signals are modeled through interaction-driven personality conditioning to capture task-dependent emotional expressions. Experiments on a multimodal VR teleoperation dataset collected under diverse network degradation conditions show that AMDA improves cross-subject continuous affect prediction, particularly for Valence and Dominance. The results further suggest a calibration-light direction for affect-aware VR/XR systems through structured multimodal representation learning."
Paper 2E1,Affective XR,"Thursday, 8 October",14:15–15:15,E,Sezione 1,2320,"Asymmetric Threat Manipulation and Counterbalanced Leadership Cues: Effects on Decision Making, Evacuation, and Visual Attention in Virtual Emergency Scenarios","Min-Hua Tsai, Sai-Keung Wong, Rohith Venkatakrishnan, Roshan Venkatakrishnan, Elizabeth Schlesener, Yu-Ting Chao, Shao-Kang Chune, Hong-Jhang Chen, Sabarish V. Babu","This study employed an immersive virtual reality paradigm to investigate how smoke exposure, leadership signals, and the congruence or incongruence of hazard–leadership cues shape evacuation behavior and patterns of visual attention. Participants interacted with two virtual humans: a familiar guide and an unfamiliar newcomer. At a critical intersection, they decided whether to follow one of them or avoid smoke at a key intersection. Smoke presence was manipulated to align with the guide’s path, the newcomer’s path, or be absent, creating congruent and incongruent threat–leadership conditions. Evacuation outcomes were analyzed through following behavior and smoke avoidance across the simulation, while visual attention (fixation time) and decision area duration were measured at the key intersection. Additionally, participants were grouped by their overall tendency to follow others, enabling subgroup analyses of evacuation behavior. Results revealed that reliance on the guide varied systematically by participant gender and following tendency. Smoke presence redirected visual attention toward social cues, reducing attention to environmental hazards. Smoke avoidance was jointly shaped by leadership cues and prior smoke exposure within the simulation, highlighting the dynamic interplay between social influence and threat perception. These findings suggest that emergency training should integrate both social and environmental cues, account for individual differences in following behavior, and use VR simulations to expose participants to conflicting leadership and hazard signals, offering insights for the design of effective emergency training and simulation systems."
