Paper ID,Paper Title,Session Title,Session Day,Session Start Time,Session End Time,Session Location,Paper Authors
1240,Cross-Reality for Autonomous Mobility in Autistic Individuals: Evaluating At-Home VR Training and In-Situ AR Support in a Field Study,Training in Health and Sports,October 9 2025,14:30,15:30,Room 202 (Grand Ballroom 2),"Francesco Vona, Mattia Gianotti, Maria Luisa Lorusso, and Franca Garzotto"
2058,P-MARS: Design of a VR-Based Rehabilitation System for Children with Autism and Its Longitudinal Tracking Evaluation,Training in Health and Sports,October 9 2025,14:30,15:30,Room 202 (Grand Ballroom 2),"Yang Zhao, Chenyang Wang, Peihan Shi, Jing Qu, Changqing Fu, Xuchen Guo, and Lingguo Bu"
1755,VRTennis: Forehand Training in Virtual Reality with Rule-Based Motion Analysis and Multimodal Feedback,Training in Health and Sports,October 9 2025,14:30,15:30,Room 202 (Grand Ballroom 2),Anna Sebernegg and Peter Kán
2091,Towards Augmented Reality Support for Swarm Monitoring: Evaluating Visual Cues to Prevent Fragmentation,Visual Cues & Perception,October 11 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Aymeric Hénard, Etienne Peillard, Jérémy Rivière, Sébastien Kubicki, and Gilles Coppin"
1905,Cross-media Color Appearance Reproduction in Optical See-Through Augmented Reality,Visual Cues & Perception,October 11 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Jiahong Luo, Shining Ma, Yue Liu, Yongtian Wang, and Weitao Song"
2198,The Cost of Virtuality Switching: Searching for Physical and Virtual Targets in Optical-See-Through Augmented Reality,Visual Cues & Perception,October 11 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Kangyou Yu, Yunhao Luo, Radha Kumaran, Shane Dirksen, Misha Sra, and Tobias Höllerer"
2222,Seeing What Matters: Attentional (Mis-)Alignment Between Humans and AI in VR-Simulated Prediction of Driving Accidents,Visual Cues & Perception,October 11 2025,14:30,15:30,Room 201 (Grand Ballroom 1),"Hoe Sung Ryu, Uijong Ju, and Christian Wallraven"
2194,How Spatial Ability Affects Response to Gaze-Adaptive Cueing in Mixed Reality Spatial Navigation,Video Presentations 1: Human Factors and XR,October 9 2025,10:30,11:30,Room 205,Yu Zhao and Bobby Bodenheimer
1147,A Multi-Sensor Approach for Cognitive Load Assessment in Mobile Augmented Reality,Video Presentations 1: Human Factors and XR,October 9 2025,10:30,11:30,Room 205,"Martin Pluisch, Jan Gugenheimer, Youngjun Cho, Simon Julier, and Ernst Kruijff"
1757,Measuring Rotational Inertia in HMDs: Calculation of Torque as an Unobtrusive Indicator of Expended Effort in Virtual Environments,Video Presentations 1: Human Factors and XR,October 9 2025,10:30,11:30,Room 205,"Jared Van Dam, Matt Werner, Kyle Tanous, and Joseph L Gabbard"
1923,Augmented Reality Visualization Techniques for Search and Rescue: Findings from a User Study with Subject Matter Experts ,Video Presentations 1: Human Factors and XR,October 9 2025,10:30,11:30,Room 205,"Kelsey Quinn, Joseph L Gabbard, Enricoandrea Laviola, and John Luksas"
1766,Automated Scalable Brightness and Black Offset Seamlessness for Multi-Projector Displays,Video Presentations 1: Human Factors and XR,October 9 2025,10:30,11:30,Room 205,Ranga Sai Shreyas Manchikanti and Aditi Majumder
1667,The Impact of Performance-Specific Feedback from a Virtual Coach in a Virtual Reality Exercise Application,Video Presentations 2: XR Illusions,October 9 2025,14:30,15:30,Room 204,"Andrea Zimmerer, Lydia Bartels, and Marc Erich Latoschik"
1047,Virtual Museum Tour Agent: Effects of Responsiveness and Awareness,Video Presentations 2: XR Illusions,October 9 2025,14:30,15:30,Room 204,"Anant Upadhyay, Fu-Chia Yang, and Christos Mousas"
1941,The Effect of Crowds on Peripersonal Space and Interpersonal Distance in Immersive Virtual Environments,Video Presentations 2: XR Illusions,October 9 2025,14:30,15:30,Room 204,"Yuanhao Lyu, Soumyajit Chakraborty, HyeonSeung Lee, Holly C Gagnon, Sohee Park, and Bobby Bodenheimer"
1032,Let's Do It My Way: Effects of Personality and Age of Virtual Characters,Video Presentations 2: XR Illusions,October 9 2025,14:30,15:30,Room 204,"Minsoo Choi, Dixuan Cui, Siqi Guo, Dominic Kao, and Christos Mousas"
1590,Spatiotemporal Calibration and Ground Truth Estimation for High-Precision SLAM Benchmarking in Extended Reality,Video Presentations 3: XR Interactions,October 11 2025,14:30,15:30,Room 205,"Zichao Shu, Shitao Bei, Lijun Li, and Zetao Chen"
1747,Why Slow Feels Fast and Fast Feels Slow: Evaluating and Predicting Speed Misperception,Video Presentations 3: XR Interactions,October 11 2025,14:30,15:30,Room 205,"Xi Peng, Colin Groth, Daniel Jimenez Navarro, Zihao Zou, Yan Zhu, Ana Serrano, Karol Myszkowski, Qi Sun, and Praneeth Chakravarthula"
1517,Experience Level Influences User's Criteria for Avatar Animation Realism,Video Presentations 3: XR Interactions,October 11 2025,14:30,15:30,Room 205,"Yudong Huang, Avneet Singh, and Mark Roman Miller"
1038,“Heart Flows with Zen”: Exploring Multi-modal Mixed Reality to Promote the Inheritance and Experience of Cultural Heritage ,Video Presentations 3: XR Interactions,October 11 2025,14:30,15:30,Room 205,"Wenchen Winston Guo, Zhirui Chen, Guoyu Sun, and Hailiang Wang"
